currSessionId,currGameId,currRoundId,playerId,playerType,playerCurrInvestEcon,playerCurrInvestEnv,playerEconState,envState
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,21,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.94,0.2899999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,22,AI-RANDOM,AI-RANDOM,2,3,0.3000001,0.0999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,22,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.93,0.0999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,21,AI-RANDOM,AI-RANDOM,1,4,0.3300001,0.2899999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,22,AI-RANDOM,AI-RANDOM,5,0,0.49,0.0999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,23,AI-RANDOM,AI-RANDOM,2,3,0.3000001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,23,AI-RANDOM,AI-RANDOM,0,5,0.43,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,23,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.92,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,24,AI-RANDOM,AI-RANDOM,5,0,0.4800001,0.00999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,24,AI-RANDOM,AI-RANDOM,0,5,0.34,0.00999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,25,AI-RANDOM,AI-RANDOM,5,0,0.45,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,24,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,4,1,0.9,0.00999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,25,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,4,1,0.95,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,25,AI-RANDOM,AI-RANDOM,2,3,0.4600001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,26,AI-RANDOM,AI-RANDOM,5,0,0.56,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,26,AI-RANDOM,AI-RANDOM,0,5,0.3500001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,26,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.98,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,27,AI-RANDOM,AI-RANDOM,2,3,0.2600001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,27,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.88,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,27,AI-RANDOM,AI-RANDOM,4,1,0.64,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,28,AI-RANDOM,AI-RANDOM,1,4,0.2500001,0.00999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,29,AI-RANDOM,AI-RANDOM,3,2,0.7300001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,28,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,4,1,0.94,0.00999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,28,AI-RANDOM,AI-RANDOM,2,3,0.6600001,0.00999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,29,AI-RANDOM,AI-RANDOM,4,1,0.2900001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,29,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.94,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,30,AI-RANDOM,AI-RANDOM,0,5,0.1900001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,30,AI-RANDOM,AI-RANDOM,4,1,0.8200001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,30,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.95,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,31,AI-RANDOM,AI-RANDOM,0,5,0.1100001,0.12
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,31,AI-RANDOM,AI-RANDOM,1,4,0.7400001,0.12
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,31,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.89,0.12
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,32,AI-RANDOM,AI-RANDOM,5,0,0.1900001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,32,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.94,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,32,AI-RANDOM,AI-RANDOM,5,0,0.8300001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,33,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.94,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,34,AI-RANDOM,AI-RANDOM,0,5,0.2500001,0.05
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,34,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.9,0.05
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,33,AI-RANDOM,AI-RANDOM,1,4,0.8200001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,33,AI-RANDOM,AI-RANDOM,5,0,0.3300001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,34,AI-RANDOM,AI-RANDOM,5,0,0.91,0.05
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,35,AI-RANDOM,AI-RANDOM,3,2,0.8899999,0.02
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,35,AI-RANDOM,AI-RANDOM,2,3,0.2900001,0.02
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,35,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,4,1,0.93,0.02
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,36,AI-RANDOM,AI-RANDOM,5,0,0.97,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,36,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,4,1,0.92,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,36,AI-RANDOM,AI-RANDOM,2,3,0.28,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,37,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,4,1,0.96,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,37,AI-RANDOM,AI-RANDOM,5,0,0.95,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,38,AI-RANDOM,AI-RANDOM,1,4,0.25,0.22
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,37,AI-RANDOM,AI-RANDOM,3,2,0.31,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,38,AI-RANDOM,AI-RANDOM,1,4,0.97,0.22
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,38,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.88,0.22
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,39,AI-RANDOM,AI-RANDOM,1,4,0.22,0.19
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,39,AI-RANDOM,AI-RANDOM,2,3,0.94,0.19
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,39,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.89,0.19
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,40,AI-RANDOM,AI-RANDOM,0,5,0.12,0.25
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,40,AI-RANDOM,AI-RANDOM,5,0,0.93,0.25
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,40,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.91,0.25
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,41,AI-RANDOM,AI-RANDOM,0,5,0.05,0.27
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,41,AI-RANDOM,AI-RANDOM,2,3,0.92,0.27
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,42,AI-RANDOM,AI-RANDOM,3,2,0.06,0.08000004
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,42,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.97,0.08000004
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,41,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,4,1,0.91,0.27
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,42,AI-RANDOM,AI-RANDOM,1,4,0.87,0.08000004
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,43,AI-RANDOM,AI-RANDOM,5,0,0.9,4.470348E-08
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,43,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.89,4.470348E-08
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,43,AI-RANDOM,AI-RANDOM,0,5,0,4.470348E-08
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,44,AI-RANDOM,AI-RANDOM,5,0,0.9,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,44,AI-RANDOM,AI-RANDOM,1,4,0,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,44,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.94,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,45,AI-RANDOM,AI-RANDOM,3,2,0.04,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,46,AI-RANDOM,AI-RANDOM,2,3,0.96,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,45,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,4,1,0.93,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,45,AI-RANDOM,AI-RANDOM,2,3,0.91,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,46,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.93,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,46,AI-RANDOM,AI-RANDOM,5,0,0.15,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,47,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.95,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,47,AI-RANDOM,AI-RANDOM,4,1,0.92,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,47,AI-RANDOM,AI-RANDOM,4,1,0.22,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,48,AI-RANDOM,AI-RANDOM,1,4,0.9,0.02999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,48,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.97,0.02999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,48,AI-RANDOM,AI-RANDOM,1,4,0.15,0.02999999
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,49,AI-RANDOM,AI-RANDOM,5,0,0.98,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,49,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,AI-EMOTIONAL-CONSTRUCTIVE-INDIVIDUALISTIC,5,0,0.94,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",1,49,AI-RANDOM,AI-RANDOM,0,5,0.08000001,0
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,0,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,3,2,0.1,0.39
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,0,AI-RANDOM,AI-RANDOM,2,3,0.11,0.39
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,0,AI-RANDOM,AI-RANDOM,3,2,0.07000001,0.39
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,1,AI-RANDOM,AI-RANDOM,4,1,0.11,0.48
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,2,AI-RANDOM,AI-RANDOM,0,5,0.02000001,0.81
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,1,AI-RANDOM,AI-RANDOM,0,5,0.08000001,0.48
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,1,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,1,4,0.05000001,0.48
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,2,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,5,0,0.81
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,2,AI-RANDOM,AI-RANDOM,0,5,0.03,0.81
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,3,AI-RANDOM,AI-RANDOM,2,3,0.07,0.74
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,3,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,5,0,0.74
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,4,AI-RANDOM,AI-RANDOM,4,1,0.13,0.76
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,4,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,5,0,0.76
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,4,AI-RANDOM,AI-RANDOM,3,2,0.13,0.76
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,3,AI-RANDOM,AI-RANDOM,2,3,0.07000002,0.74
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,5,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,5,0,0.84
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,5,AI-RANDOM,AI-RANDOM,2,3,0.14,0.84
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,5,AI-RANDOM,AI-RANDOM,3,2,0.17,0.84
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,6,AI-RANDOM,AI-RANDOM,0,5,0.15,0.72
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,6,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,5,0,0.72
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,7,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,AI-EMOTIONAL-DISRUPTIVE-COLLECTIVIST,0,5,0,0.76
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,7,AI-RANDOM,AI-RANDOM,2,3,0.15,0.76
"041834AQH['CI', 'RANDOM', 'RANDOM']",2,6,AI-RANDOM,AI-RANDOM,0,5,0.11,0.72
